10,31,6.2e-05,3.4e-05
10,31,6.2e-05,6.2e-05
10,31,7e-05,4e-05
10,31,8e-05,5.7e-05
10,31,6.7e-05,4.1e-05
50,205,0.001522,0.000317
50,205,0.001574,0.000315
50,205,0.001577,0.000321
50,205,0.001664,0.000319
50,205,0.00152,0.000323
100,446,0.006632,0.000927
100,446,0.006855,0.000993
100,446,0.006733,0.000952
100,446,0.007037,0.000899
100,446,0.006543,0.000894
200,957,0.029327,0.003323
200,957,0.025324,0.003812
200,957,0.024858,0.002861
200,957,0.021597,0.002606
200,957,0.027694,0.002644
400,2036,0.11152,0.007461
400,2036,0.10726,0.008857
400,2036,0.106126,0.008144
400,2036,0.099809,0.010433
400,2036,0.117778,0.007861
600,3157,0.27061,0.015606
600,3157,0.246931,0.018132
600,3157,0.24952,0.015528
600,3157,0.241025,0.016672
600,3157,0.243154,0.015674
800,4303,0.455317,0.027121
800,4303,0.463576,0.034956
800,4303,0.46586,0.029927
800,4303,0.470501,0.033261
800,4303,0.464522,0.031796
1000,5467,0.726727,0.043769
1000,5467,0.769388,0.052055
1000,5467,0.745034,0.0423
1000,5467,0.752597,0.047146
1000,5467,0.763088,0.050057
2000,11471,3.22369,0.203425
2000,11471,3.27412,0.190874
2000,11471,3.27242,0.198758
2000,11471,3.32437,0.223983
2000,11471,3.36199,0.202724
3000,17659,8.04086,0.49504
3000,17659,8.00206,0.49151
3000,17659,7.9812,0.481229
3000,17659,7.92877,0.473053
3000,17659,8.01974,0.487781
2000,199900,959.405,56.6742
